,Marca,Fecha,Toneladas
3766,003 Noble,2021-04-13,48.280946
3767,038 Ok Pet,2020-08-07,19653.876
3768,006 Nova,2020-02-06,15.316471
3769,006 Nova,2020-01-31,19.913505
3770,037 Cotidian,2021-03-31,253294.3136
3771,001 Elite,2020-08-10,90.811173
3772,008 Babysec,2020-06-08,5246757.46
3773,003 Noble,2021-02-18,43.648838
3774,012 Higienol,2021-05-15,7.392978
3775,037 Cotidian,2020-09-26,144374.1728
3776,008 Babysec,2019-12-05,3307144.4901
3777,001 Elite,2020-02-06,102.522861
3778,036 Ladysoft,2020-12-21,4759330.6256
3779,012 Higienol,2019-09-22,0.517095
3780,012 Higienol,2019-09-19,16.680569
3781,003 Noble,2020-02-12,41.649676
3782,006 Nova,2019-12-24,7.032952
3783,036 Ladysoft,2021-06-22,4778155.4176
3784,003 Noble,2020-08-16,0.243358
3785,008 Babysec,2020-06-11,5838212.8572
3786,001 Elite,2021-02-09,542086.207798
3787,036 Ladysoft,2019-11-02,3192753.6352
3788,006 Nova,2019-12-18,14.385849
3789,037 Cotidian,2020-02-07,133222.0224
3790,036 Ladysoft,2019-10-27,144067.7696
3791,012 Higienol,2020-11-13,10.577092
3792,006 Nova,2021-02-11,26.373928
3793,003 Noble,2021-02-15,59.660712
3794,003 Noble,2020-08-13,65.905925
3795,001 Elite,2020-08-07,150.614956
3796,037 Cotidian,2021-03-28,431.904
3797,012 Higienol,2021-05-18,12.321887
3798,036 Ladysoft,2020-04-30,6990888.376
3799,037 Cotidian,2020-09-29,214166.8896
3800,012 Higienol,2019-09-25,18.086798
3801,037 Cotidian,2021-04-03,71326.4
3802,008 Babysec,2019-12-08,114772.2104
3803,036 Ladysoft,2021-06-25,4471234.7952
3804,006 Nova,2019-12-21,15.34737
3805,038 Ok Pet,2020-06-11,2669.04
3806,006 Nova,2020-06-24,36.051124
3807,012 Higienol,2020-11-10,11.736875
3808,036 Ladysoft,2019-10-30,6137852.5136
3809,037 Cotidian,2020-08-05,179773.008
3810,036 Ladysoft,2020-12-27,528005.2416
3811,001 Elite,2019-12-16,118.882747
3812,036 Ladysoft,2020-06-24,10598372.888
3813,037 Cotidian,2020-02-01,128054.9472
3814,008 Babysec,2019-10-14,3906894.6165
3815,006 Nova,2021-02-14,0.367327
3816,001 Elite,2021-02-03,657130.411468
3817,012 Higienol,2020-11-19,9.765277
3818,012 Higienol,2020-05-17,0.37278
3819,003 Noble,2020-02-18,43.820039
3820,008 Babysec,2020-12-02,4486135.479
3821,038 Ok Pet,2021-02-04,29430.018
3822,008 Babysec,2020-12-08,4069849.954
3823,038 Ok Pet,2021-02-10,12538.08
3824,006 Nova,2020-08-15,25.251692
3825,008 Babysec,2020-06-05,4390329.6936
3826,037 Cotidian,2020-01-29,187368.4704
3827,001 Elite,2019-12-13,123.411846
3828,036 Ladysoft,2020-12-30,7716394.3312
3829,006 Nova,2021-02-17,24.320489
3830,036 Ladysoft,2020-12-24,2370659.496
3831,036 Ladysoft,2021-06-28,725247.168
3832,012 Higienol,2020-05-14,18.407809
3833,006 Nova,2020-08-18,24.933755
3834,003 Noble,2020-02-15,38.554251
3835,008 Babysec,2021-06-09,5496328.3114
3836,001 Elite,2021-02-06,630427.329212
3837,001 Elite,2021-01-31,118010.073944
3838,003 Noble,2021-04-11,0.74535
3839,037 Cotidian,2020-02-04,136090.2624
3840,001 Elite,2020-08-04,98.167063
3841,008 Babysec,2020-12-05,4677487.3222
3842,006 Nova,2021-02-20,25.612751
3843,008 Babysec,2020-06-02,5255451.0061
3844,003 Noble,2020-08-19,59.224994
3845,012 Higienol,2020-11-16,11.252305
3846,038 Ok Pet,2020-08-05,67590.018
3847,006 Nova,2019-10-27,0.691414
3848,012 Higienol,2019-11-19,16.8202
3849,037 Cotidian,2020-04-08,193627.9456
3850,038 Ok Pet,2020-08-11,12090.978
3851,037 Cotidian,2019-10-05,106114.2528
3852,003 Noble,2020-02-21,46.655044
3853,008 Babysec,2020-08-08,4341030.730038
3854,008 Babysec,2020-02-04,3519265.2646
3855,006 Nova,2020-12-18,65.693935
3856,012 Higienol,2020-05-23,15.409853
3857,036 Ladysoft,2019-12-27,4477420.136
3858,006 Nova,2020-12-15,51.532404
3859,037 Cotidian,2021-05-28,134479.04
3860,001 Elite,2020-10-07,22076.209879
3861,008 Babysec,2020-08-05,4614538.273
3862,008 Babysec,2021-02-07,168765.3508
3863,003 Noble,2021-04-14,47.30542
3864,006 Nova,2021-06-19,31.651329
3865,001 Elite,2021-04-11,2.092715
3866,038 Ok Pet,2020-08-08,3692.898
3867,006 Nova,2019-10-24,9.796345
3868,003 Noble,2020-10-10,73.245336
3869,036 Ladysoft,2020-06-30,8633790.688
3870,037 Cotidian,2019-10-02,124235.8528
3871,012 Higienol,2019-11-16,15.036008
3872,038 Ok Pet,2020-08-14,33218.694
3873,012 Higienol,2019-11-22,15.431583
3874,012 Higienol,2020-05-20,16.694568
3875,001 Elite,2020-10-04,1.348126
3876,006 Nova,2020-12-12,41.939857
3877,037 Cotidian,2021-05-25,104101.632
3878,036 Ladysoft,2020-07-03,5880636.2896
3879,037 Cotidian,2021-05-31,232488.32
3880,001 Elite,2020-04-04,105.451227
3881,003 Noble,2021-04-17,42.635891
3882,036 Ladysoft,2019-12-24,2391024.6576
3883,012 Higienol,2021-01-10,0.332585
3884,008 Babysec,2020-08-02,49904.0
3885,036 Ladysoft,2020-06-27,6611935.6048
3886,006 Nova,2021-06-16,29.219462
3887,003 Noble,2020-10-13,65.162528
3888,001 Elite,2021-04-08,232879.854945
3889,001 Elite,2021-04-05,100475.137914
3890,003 Noble,2020-04-13,63.458876
3891,006 Nova,2020-06-21,0.008728
3892,012 Higienol,2021-01-16,9.577985
3893,006 Nova,2020-06-15,22.48514
3894,008 Babysec,2019-12-14,3043659.21
3895,001 Elite,2020-02-12,126.178826
3896,012 Higienol,2020-07-14,8.317208
3897,037 Cotidian,2020-10-05,139223.7088
3898,003 Noble,2021-05-20,69.896448
3899,008 Babysec,2019-12-10,4053163.7946
3900,036 Ladysoft,2021-02-27,9194601.5232
3901,038 Ok Pet,2020-03-11,32580.036
3902,037 Cotidian,2020-10-24,210205.2288
3903,037 Cotidian,2019-09-02,128751.84
3904,003 Noble,2019-09-21,41.607115
3905,008 Babysec,2020-07-29,4262605.1126
3906,001 Elite,2021-03-29,84901.665696
3907,012 Higienol,2020-06-22,14.003982
3908,037 Cotidian,2021-04-28,141813.408
3909,008 Babysec,2021-01-31,821023.7088
3910,003 Noble,2020-03-25,50.992023
3911,008 Babysec,2020-06-04,5058606.8008
3912,001 Elite,2020-02-02,1.938157
3913,012 Higienol,2021-02-12,11.465646
3914,003 Noble,2021-05-23,0.594791
3915,037 Cotidian,2020-02-26,258749.7728
3916,008 Babysec,2019-12-01,123169.45
3917,036 Ladysoft,2020-08-28,7043188.408
3918,038 Ok Pet,2020-09-16,73088.64
3919,038 Ok Pet,2020-03-14,540.0
3920,006 Nova,2019-12-22,2.900544
3921,006 Nova,2019-12-28,13.966114
3922,001 Elite,2020-08-03,98.767195
3923,003 Noble,2020-11-18,65.889205
3924,003 Noble,2020-05-16,55.344081
3925,012 Higienol,2021-02-15,10.392368
3926,006 Nova,2020-06-25,33.562964
3927,036 Ladysoft,2021-03-02,5087044.4704
3928,008 Babysec,2020-06-07,3000.0
3929,037 Cotidian,2021-04-22,140255.808
3930,037 Cotidian,2020-09-02,180578.1216
3931,001 Elite,2020-08-09,1.440529
3932,036 Ladysoft,2020-08-31,10001424.4224
3933,003 Noble,2020-11-15,0.897392
3934,006 Nova,2021-02-15,27.592636
3935,008 Babysec,2019-12-04,3454095.1794
3936,037 Cotidian,2020-02-29,236866.3424
3937,036 Ladysoft,2020-02-27,5692395.3888
3938,012 Higienol,2019-12-28,17.722965
3939,012 Higienol,2019-12-25,0.188884
3940,003 Noble,2019-09-27,45.864923
3941,003 Noble,2020-05-19,64.13901
3942,006 Nova,2019-12-25,0.078724
3943,036 Ladysoft,2021-03-05,5996366.6096
3944,038 Ok Pet,2020-03-17,1290.978
3945,001 Elite,2020-08-06,93.453566
3946,036 Ladysoft,2020-08-25,7464226.9616
3947,003 Noble,2020-11-21,48.808689
3948,008 Babysec,2021-01-25,8207759.9114
3949,012 Higienol,2021-02-18,12.912197
3950,006 Nova,2020-05-07,22.124158
3951,038 Ok Pet,2020-07-29,31829.058
3952,012 Higienol,2020-12-28,13.238533
3953,036 Ladysoft,2021-01-12,6101016.7008
3954,008 Babysec,2020-07-23,4025319.9492
3955,001 Elite,2020-03-22,0.463339
3956,012 Higienol,2020-12-25,0.013403
3957,003 Noble,2021-04-04,1.028526
3958,001 Elite,2020-09-24,6075.887083
3959,003 Noble,2020-09-30,101.417128
3960,008 Babysec,2020-01-19,116279.7752
3961,037 Cotidian,2020-04-15,253189.5552
3962,037 Cotidian,2020-04-21,195732.7392
3963,012 Higienol,2019-11-06,20.026761
3964,036 Ladysoft,2020-07-07,6465287.8832
3965,006 Nova,2019-11-06,14.45692
3966,003 Noble,2020-10-03,63.227697
3967,036 Ladysoft,2021-01-15,7677596.0992
3968,012 Higienol,2020-12-31,10.303732
3969,012 Higienol,2019-12-31,17.580617
3970,003 Noble,2019-09-30,72.261122
3971,036 Ladysoft,2020-01-15,6552109.0528
3972,036 Ladysoft,2020-01-09,6679475.5072
3973,012 Higienol,2020-07-01,11.235938
3974,006 Nova,2019-11-09,10.905739
3975,003 Noble,2020-04-03,46.407305
3976,038 Ok Pet,2021-03-27,4800.96
3977,006 Nova,2020-07-01,36.847509
3978,001 Elite,2021-03-26,170079.754844
3979,001 Elite,2021-03-20,598058.649586
3980,008 Babysec,2021-01-22,6128009.881
3981,037 Cotidian,2021-04-19,154609.3696
3982,006 Nova,2021-01-03,0.899355
3983,008 Babysec,2020-07-20,4435842.2944
3984,012 Higienol,2021-01-03,0.405101
3985,037 Cotidian,2020-10-15,183387.568
3986,038 Ok Pet,2020-09-22,107611.92
3987,036 Ladysoft,2020-07-16,6685506.4432
3988,006 Nova,2020-12-31,36.043074
3989,001 Elite,2020-01-30,114.020656
3990,003 Noble,2021-05-26,56.693734
3991,036 Ladysoft,2020-01-12,571142.8256
3992,003 Noble,2019-10-03,40.942585
3993,001 Elite,2021-03-23,120871.022353
3994,003 Noble,2020-03-31,70.567489
3995,012 Higienol,2020-07-04,8.944807
3996,012 Higienol,2020-06-28,0.047088
3997,037 Cotidian,2021-04-16,116383.4944
3998,008 Babysec,2021-01-19,5842684.4596
3999,038 Ok Pet,2021-03-24,15945.858
4000,003 Noble,2020-04-06,44.504054
4001,008 Babysec,2020-07-17,4086774.3294
4002,001 Elite,2020-09-18,109.734678
4003,037 Cotidian,2020-10-12,163260.4384
4004,038 Ok Pet,2020-09-19,94646.916
4005,036 Ladysoft,2021-02-20,6729320.0064
4006,003 Noble,2021-06-08,47.973418
4007,003 Noble,2020-10-16,59.043782
4008,037 Cotidian,2020-04-02,146606.9984
4009,008 Babysec,2021-02-01,5944287.6326
4010,038 Ok Pet,2021-04-06,11970.018
4011,008 Babysec,2021-01-29,7758300.376
4012,012 Higienol,2021-01-19,11.821269
4013,001 Elite,2020-08-13,85.267672
4014,006 Nova,2020-06-18,31.791734
4015,003 Noble,2020-10-19,57.987355
4016,012 Higienol,2021-01-13,12.725489
4017,036 Ladysoft,2020-01-02,3206820.8976
4018,006 Nova,2020-12-21,53.042492
4019,038 Ok Pet,2020-02-10,3870.0
4020,003 Noble,2020-04-16,66.428227
4021,008 Babysec,2019-12-11,3816752.1672
4022,001 Elite,2020-02-09,1.289828
4023,036 Ladysoft,2019-12-30,5418574.0464
4024,036 Ladysoft,2021-02-23,6954817.2288
4025,037 Cotidian,2020-10-02,139773.0624
4026,008 Babysec,2021-02-04,5547048.6372
4027,038 Ok Pet,2021-04-03,6001.92
4028,037 Cotidian,2020-03-30,154206.2464
4029,001 Elite,2021-04-02,6004.888614
4030,001 Elite,2020-04-13,138.414108
4031,006 Nova,2020-10-18,0.352029
4032,008 Babysec,2021-04-09,5558854.834
4033,001 Elite,2020-12-01,20053.730434
4034,012 Higienol,2020-07-20,8.821094
4035,008 Babysec,2020-10-05,4566157.5164
4036,006 Nova,2020-04-15,18.360793
4037,003 Noble,2020-04-19,0.431484
4038,036 Ladysoft,2021-02-26,5184276.4752
4039,003 Noble,2019-10-19,43.736476
4040,037 Cotidian,2019-12-02,101410.0704
4041,012 Higienol,2020-01-16,15.2951
4042,038 Ok Pet,2020-10-08,324185.796
4043,001 Elite,2021-06-05,34097.105909
4044,036 Ladysoft,2020-08-24,8164020.3776
4045,038 Ok Pet,2021-04-12,90.018
4046,001 Elite,2019-10-10,129.637221
4047,037 Cotidian,2020-12-05,176579.0528
4048,008 Babysec,2020-10-02,4202872.7776
4049,003 Noble,2021-06-14,54.811279
4050,036 Ladysoft,2020-02-23,637739.3952
4051,003 Noble,2020-12-10,67.439324
4052,008 Babysec,2021-04-06,5279151.7498
4053,006 Nova,2020-10-15,16.859975
4054,037 Cotidian,2020-06-02,243810.2784
4055,038 Ok Pet,2020-10-05,30180.996
4056,012 Higienol,2020-07-17,8.889462
4057,001 Elite,2021-06-08,287661.344847
4058,006 Nova,2020-10-21,22.024014
4059,001 Elite,2020-12-04,66495.430473
4060,003 Noble,2020-04-22,52.020453
4061,037 Cotidian,2020-06-05,133016.0864
4062,003 Noble,2019-10-16,48.056987
4063,012 Higienol,2020-01-13,15.878476
4064,001 Elite,2019-10-13,2.149192
4065,008 Babysec,2020-02-13,3476853.4058
4066,036 Ladysoft,2020-08-27,6931609.6544
4067,036 Ladysoft,2021-03-01,5334895.2784
4068,006 Nova,2021-04-22,24.090399
4069,038 Ok Pet,2021-04-09,20100.978
4070,003 Noble,2021-06-11,45.422047
4071,006 Nova,2021-06-13,0.722416
4072,003 Noble,2021-06-17,48.713645
4073,037 Cotidian,2020-05-30,282781.9904
4074,036 Ladysoft,2020-08-30,153280.0
4075,008 Babysec,2020-02-10,3651119.5441
4076,038 Ok Pet,2020-04-14,90.018
4077,003 Noble,2020-12-13,1.13458
4078,001 Elite,2020-04-07,103.672501
4079,036 Ladysoft,2020-03-03,5219190.8256
4080,038 Ok Pet,2020-04-08,90.018
4081,036 Ladysoft,2020-02-26,4899105.2272
4082,001 Elite,2020-10-10,50459.747916
4083,037 Cotidian,2019-10-11,176899.9168
4084,012 Higienol,2021-03-15,10.747693
4085,006 Nova,2020-04-21,19.959634
4086,006 Nova,2019-10-18,18.565252
4087,037 Cotidian,2021-06-03,181334.688
4088,008 Babysec,2021-04-03,2979695.0976
4089,003 Noble,2019-10-25,49.8749
4090,037 Cotidian,2020-11-29,3120.288
4091,036 Ladysoft,2021-04-22,4640880.3968
4092,012 Higienol,2020-01-22,12.410651
4093,001 Elite,2019-10-07,118.494198
4094,008 Babysec,2020-02-07,3543776.2098
4095,001 Elite,2020-04-10,0.39028
4096,037 Cotidian,2019-10-08,64205.3344
4097,012 Higienol,2021-03-12,12.38163
4098,006 Nova,2020-04-18,17.035552
4099,003 Noble,2020-12-16,60.824005
4100,038 Ok Pet,2020-10-14,24004.8
4101,036 Ladysoft,2020-02-29,7780330.0272
4102,008 Babysec,2020-08-11,4355027.078838
4103,012 Higienol,2020-09-10,11.746136
4104,003 Noble,2020-06-13,65.108384
4105,003 Noble,2019-10-22,51.753128
4106,008 Babysec,2021-03-31,8827495.6706
4107,038 Ok Pet,2021-06-03,3600.0
4108,006 Nova,2020-04-24,22.259018
4109,001 Elite,2021-06-02,465251.301249
4110,006 Nova,2019-10-21,10.572547
4111,037 Cotidian,2020-11-26,223294.4384
4112,012 Higienol,2020-01-19,0.364801
4113,037 Cotidian,2020-12-02,158029.0752
4114,036 Ladysoft,2021-04-25,232607.52
4115,036 Ladysoft,2020-10-21,5397891.7632
4116,008 Babysec,2019-10-08,2355590.6708
4117,003 Noble,2020-06-19,58.606271
4118,006 Nova,2020-02-17,14.412449
4119,038 Ok Pet,2021-06-12,6001.92
4120,008 Babysec,2021-06-06,264701.8934
4121,008 Babysec,2021-05-31,8281542.0908
4122,037 Cotidian,2020-07-30,139045.888
4123,001 Elite,2020-06-13,97.333734
4124,012 Higienol,2021-03-18,10.979071
4125,036 Ladysoft,2019-09-02,3445603.1152
4126,006 Nova,2020-08-21,26.067727
4127,012 Higienol,2020-09-13,0.05553
4128,037 Cotidian,2021-02-04,163879.4528
4129,003 Noble,2020-06-16,58.29937
4130,001 Elite,2019-12-10,139.519942
4131,008 Babysec,2020-04-11,3239316.8784
4132,036 Ladysoft,2021-04-28,5911008.3648
4133,037 Cotidian,2020-05-25,187623.4656
4134,036 Ladysoft,2020-12-03,4998977.8928
4135,012 Higienol,2021-02-09,12.109319
4136,036 Ladysoft,2019-10-12,4342297.4048
4137,008 Babysec,2019-12-13,4061901.4652
4138,037 Cotidian,2019-11-27,177357.7888
4139,006 Nova,2021-02-03,44.0991
4140,008 Babysec,2020-06-16,4881688.8835
4141,001 Elite,2020-04-28,111.716957
4142,001 Elite,2021-06-23,48172.582737
4143,036 Ladysoft,2021-06-07,5292541.664
4144,003 Noble,2021-02-23,60.494739
4145,038 Ok Pet,2020-06-19,22800.96
4146,006 Nova,2019-12-19,14.169867
4147,012 Higienol,2020-08-04,15.142102
4148,003 Noble,2020-08-21,56.557864
4149,006 Nova,2019-12-13,12.548634
4150,037 Cotidian,2019-10-03,94783.8368
4151,006 Nova,2021-02-12,28.090547
4152,008 Babysec,2021-06-17,5703742.9158
4153,008 Babysec,2020-06-10,5962759.9998
4154,001 Elite,2019-09-09,109.981685
4155,001 Elite,2021-05-02,0.207638
4156,003 Noble,2020-02-23,1.212389
4157,036 Ladysoft,2020-06-03,6447861.5504
4158,008 Babysec,2019-10-22,4364853.3498
4159,037 Cotidian,2020-11-21,239087.8752
4160,003 Noble,2020-08-24,53.601554
4161,012 Higienol,2020-02-09,0.166002
4162,036 Ladysoft,2019-12-03,4835607.032
4163,037 Cotidian,2020-11-27,92519.2544
4164,006 Nova,2020-08-13,35.981618
4165,001 Elite,2020-10-28,232098.122492
4166,012 Higienol,2020-08-13,17.555258
4167,008 Babysec,2020-12-10,5120221.8804
4168,006 Nova,2020-08-07,28.685063
4169,003 Noble,2020-02-26,52.06087
4170,001 Elite,2020-10-25,0.724364
4171,008 Babysec,2021-06-14,5079235.891
4172,008 Babysec,2019-10-19,3080240.5574
4173,003 Noble,2020-02-20,44.625634
4174,001 Elite,2019-09-06,121.228884
4175,006 Nova,2021-02-09,34.096597
4176,036 Ladysoft,2020-06-06,6237534.0544
4177,001 Elite,2020-10-31,132145.407463
4178,036 Ladysoft,2020-06-09,8389829.7968
4179,038 Ok Pet,2021-02-09,14940.0
4180,037 Cotidian,2020-11-24,189997.6288
4181,012 Higienol,2020-02-06,15.705618
4182,037 Cotidian,2020-05-22,189528.2848
4183,003 Noble,2020-08-27,68.813306
4184,012 Higienol,2020-08-10,13.891044
4185,008 Babysec,2020-12-07,4843775.623
4186,006 Nova,2020-08-10,30.836188
4187,008 Babysec,2020-12-13,194037.4906
4188,038 Ok Pet,2021-02-15,2489.058
4189,038 Ok Pet,2020-11-12,45871.974
4190,037 Cotidian,2020-07-07,166408.496
4191,003 Noble,2021-01-14,62.119054
4192,037 Cotidian,2020-01-06,146262.72
4193,012 Higienol,2020-02-20,12.905712
4194,036 Ladysoft,2021-05-21,6188523.2448
4195,008 Babysec,2020-05-07,4411394.3998
4196,003 Noble,2019-11-20,52.379464
4197,037 Cotidian,2021-02-24,177350.5312
4198,003 Noble,2021-01-11,76.687616
4199,036 Ladysoft,2019-09-25,6417732.4336
4200,036 Ladysoft,2020-03-29,84197.7504
4201,006 Nova,2021-03-18,30.270792
4202,001 Elite,2021-01-08,166094.8859
4203,008 Babysec,2020-11-06,4319083.246
4204,036 Ladysoft,2020-10-01,5322799.2848
4205,006 Nova,2020-01-25,14.15906
4206,012 Higienol,2021-04-10,9.18636
4207,038 Ok Pet,2020-11-09,19471.014
4208,003 Noble,2020-07-18,52.639549
4209,006 Nova,2020-03-17,21.219991
4210,008 Babysec,2021-05-02,13658.0236
4211,038 Ok Pet,2020-05-13,630.018
4212,036 Ladysoft,2021-05-24,5416624.0128
4213,006 Nova,2020-09-19,35.389197
4214,001 Elite,2020-05-12,123.401276
4215,001 Elite,2019-11-08,125.23399
4216,012 Higienol,2020-10-12,11.188777
4217,003 Noble,2020-01-14,48.351401
4218,036 Ladysoft,2019-10-01,3064246.272
4219,036 Ladysoft,2020-04-01,3585269.456
4220,008 Babysec,2020-03-13,5198982.1602
4221,037 Cotidian,2020-07-01,128129.936
4222,008 Babysec,2020-11-03,3770171.9232
4223,036 Ladysoft,2021-05-27,4288777.5312
4224,008 Babysec,2021-05-08,6808947.02
4225,036 Ladysoft,2020-11-22,293394.304
4226,012 Higienol,2020-10-15,10.453884
4227,008 Babysec,2021-05-05,5544726.3162
4228,003 Noble,2020-07-15,69.052076
4229,001 Elite,2021-01-02,72023.370453
4230,006 Nova,2020-09-22,26.994171
4231,012 Higienol,2021-04-19,11.330774
4232,008 Babysec,2019-09-12,4255148.9821
4233,036 Ladysoft,2019-09-28,4876217.1296
4234,037 Cotidian,2021-01-03,4783.904
4235,006 Nova,2020-09-16,39.366266
4236,036 Ladysoft,2019-10-04,5183294.6288
4237,001 Elite,2019-11-11,140.636024
4238,008 Babysec,2019-09-09,3807810.8078
4239,037 Cotidian,2020-06-28,5760.0
4240,037 Cotidian,2019-12-31,307720.6048
4241,003 Noble,2021-01-17,0.533877
4242,012 Higienol,2021-04-16,10.351407
4243,008 Babysec,2020-10-31,6878830.4596
4244,037 Cotidian,2020-07-04,148695.616
4245,006 Nova,2020-03-20,16.240345
4246,037 Cotidian,2020-12-20,5081.408
4247,008 Babysec,2021-01-08,5845685.54
4248,037 Cotidian,2020-12-26,116179.2544
4249,008 Babysec,2019-11-17,126639.484
4250,003 Noble,2020-01-22,49.81031
4251,001 Elite,2020-11-26,24075.295018
4252,001 Elite,2021-05-31,169384.311766
4253,036 Ladysoft,2019-11-07,5694974.2928
4254,038 Ok Pet,2021-01-11,10802.88
4255,008 Babysec,2020-05-21,4915522.7032
4256,006 Nova,2021-01-14,32.265595
4257,012 Higienol,2020-01-11,14.457788
4258,003 Noble,2020-01-28,47.215452
4259,001 Elite,2019-10-05,96.955675
4260,036 Ladysoft,2020-05-11,7676786.296
4261,036 Ladysoft,2020-12-29,6507327.5904
4262,012 Higienol,2021-03-07,0.047252
4263,037 Cotidian,2019-10-26,165566.2976
4264,006 Nova,2021-03-07,0.133501
4265,008 Babysec,2020-05-18,5656594.3026
4266,038 Ok Pet,2020-07-21,42634.818
4267,037 Cotidian,2020-04-29,190299.5392
4268,006 Nova,2020-01-14,13.615847
4269,003 Noble,2020-09-19,70.985302
4270,038 Ok Pet,2020-07-15,44190.036
4271,012 Higienol,2020-09-02,11.811149
4272,003 Noble,2021-03-24,70.379609
4273,036 Ladysoft,2019-11-10,363109.1328
4274,037 Cotidian,2021-06-21,138267.0592
4275,001 Elite,2020-04-05,0.681623
4276,012 Higienol,2020-01-14,17.5579
4277,036 Ladysoft,2021-01-04,7038956.3168
4278,001 Elite,2019-10-02,97.129854
4279,008 Babysec,2019-11-14,4164660.1953
4280,003 Noble,2020-01-31,84.680918
4281,037 Cotidian,2019-10-29,157327.6992
4282,008 Babysec,2020-05-15,4789363.3376
4283,038 Ok Pet,2020-07-18,29430.018
4284,037 Cotidian,2019-10-23,187578.0032
4285,038 Ok Pet,2021-01-20,5701.032
4286,006 Nova,2020-01-11,10.362412
4287,012 Higienol,2020-09-05,11.127935
4288,001 Elite,2020-03-30,116.299704
4289,012 Higienol,2021-03-10,12.571851
4290,003 Noble,2021-03-27,58.607958
4291,008 Babysec,2020-11-17,4687543.3734
4292,001 Elite,2020-04-02,120.555149
4293,037 Cotidian,2021-06-24,217493.0048
4294,003 Noble,2021-03-21,1.980947
4295,001 Elite,2019-09-29,2.690254
4296,006 Nova,2020-01-17,14.26951
4297,001 Elite,2021-05-25,104922.44916
4298,037 Cotidian,2021-06-18,111977.6704
4299,036 Ladysoft,2021-03-13,6075454.7328
4300,008 Babysec,2020-03-05,4076185.245
4301,006 Nova,2019-09-27,11.750991
4302,003 Noble,2020-11-09,59.718186
4303,012 Higienol,2020-10-23,12.076364
4304,037 Cotidian,2020-03-09,144609.6064
4305,038 Ok Pet,2021-04-30,58589.982
4306,037 Cotidian,2020-09-11,141920.9664
4307,012 Higienol,2020-04-20,10.504656
4308,006 Nova,2020-03-28,21.299014
4309,006 Nova,2019-09-24,12.057472
4310,036 Ladysoft,2021-03-19,5155554.5104
4311,036 Ladysoft,2020-01-26,433392.3856
4312,006 Nova,2020-09-30,24.540482
4313,038 Ok Pet,2020-03-05,19470.96
4314,012 Higienol,2020-04-26,0.539875
4315,001 Elite,2020-01-19,1.934653
4316,036 Ladysoft,2020-03-18,3935369.2704
4317,012 Higienol,2019-10-23,19.061289
4318,012 Higienol,2019-10-29,18.007196
4319,003 Noble,2021-01-03,0.915992
4320,001 Elite,2020-07-14,97.439419
4321,036 Ladysoft,2020-09-20,43109.6448
4322,012 Higienol,2021-06-24,5.60369
4323,038 Ok Pet,2021-05-03,4800.96
4324,001 Elite,2021-01-16,538070.298292
4325,037 Cotidian,2020-01-17,213638.0256
4326,006 Nova,2019-09-30,15.020296
4327,012 Higienol,2021-06-21,7.576521
4328,036 Ladysoft,2021-03-22,5743430.5904
4329,003 Noble,2019-11-12,46.200226
4330,008 Babysec,2020-08-26,4885912.0264
4331,006 Nova,2021-05-26,39.217362
4332,038 Ok Pet,2020-10-29,167089.788
4333,008 Babysec,2020-09-01,3532260.1002
4334,006 Nova,2020-11-21,26.250978
4335,012 Higienol,2020-04-29,12.919453
4336,012 Higienol,2019-10-26,12.755962
4337,006 Nova,2019-10-03,9.487786
4338,037 Cotidian,2021-03-07,864.0
4339,001 Elite,2020-07-17,71.088688
4340,036 Ladysoft,2020-09-17,6330851.992
4341,038 Ok Pet,2021-05-06,6181.902
4342,037 Cotidian,2020-01-14,118960.0096
4343,012 Higienol,2021-06-18,8.109343
4344,038 Ok Pet,2020-04-29,1380.996
4345,008 Babysec,2020-08-29,5210021.7448
4346,006 Nova,2021-05-29,31.482455
4347,008 Babysec,2021-03-03,5249218.1228
4348,012 Higienol,2020-12-17,14.205745
4349,003 Noble,2019-11-09,41.737808
4350,038 Ok Pet,2020-11-01,7200.0
4351,037 Cotidian,2020-09-05,148620.416
4352,008 Babysec,2020-02-25,3900480.6772
4353,001 Elite,2020-01-13,113.954723
4354,006 Nova,2020-11-24,27.598539
4355,037 Cotidian,2021-03-10,178224.7392
4356,003 Noble,2020-05-13,80.303743
4357,036 Ladysoft,2020-06-23,8997319.2176
4358,036 Ladysoft,2020-12-26,4823138.2592
4359,037 Cotidian,2020-05-08,114722.8384
4360,001 Elite,2020-04-08,108.533621
4361,012 Higienol,2020-08-24,10.219144
4362,003 Noble,2020-09-07,66.742468
4363,036 Ladysoft,2020-12-20,373579.9936
4364,006 Nova,2020-01-05,0.3634
4365,001 Elite,2020-10-11,0.791113
4366,003 Noble,2020-09-13,0.044666
4367,012 Higienol,2021-02-26,11.688119
4368,008 Babysec,2020-11-29,397340.9744
4369,008 Babysec,2019-11-23,3231579.8222
4370,036 Ladysoft,2019-11-01,906702.5888
4371,008 Babysec,2020-05-27,5963034.9764
4372,006 Nova,2021-02-26,26.949726
4373,037 Cotidian,2019-11-04,170749.2224
4374,006 Nova,2020-09-02,23.509603
4375,008 Babysec,2021-05-25,5020750.9636
4376,012 Higienol,2021-04-22,11.325425
4377,006 Nova,2020-08-27,22.019269
4378,001 Elite,2020-10-05,22069.363755
4379,037 Cotidian,2020-11-01,4848.192
