,Localidad,Fecha,Cantidad
6296,LA LIBERTAD,2021-05-09,242.54
6297,LA LIBERTAD,2021-05-10,11605.81
6298,LA LIBERTAD,2021-05-11,7398.16
6299,LA LIBERTAD,2021-05-12,9510.7
6300,LA LIBERTAD,2021-05-13,8497.46
6301,LA LIBERTAD,2021-05-14,8873.74
6302,LA LIBERTAD,2021-05-15,7621.69
6303,LA LIBERTAD,2021-05-17,8818.69
6304,LA LIBERTAD,2021-05-18,7231.66
6305,LA LIBERTAD,2021-05-19,8270.68
6306,LA LIBERTAD,2021-05-20,8073.73
6307,LA LIBERTAD,2021-05-21,5704.12
6308,LA LIBERTAD,2021-05-22,5865.33
6309,LA LIBERTAD,2021-05-23,217.58
6310,LA LIBERTAD,2021-05-24,7348.05
6311,LA LIBERTAD,2021-05-25,7579.93
6312,LA LIBERTAD,2021-05-26,15447.33
6313,LA LIBERTAD,2021-05-27,9339.0
6314,LA LIBERTAD,2021-05-28,8311.76
6315,LA LIBERTAD,2021-05-29,6790.92
6316,LA LIBERTAD,2021-05-30,130.68
6317,LA LIBERTAD,2021-05-31,20548.13
6318,LA LIBERTAD,2021-06-01,5149.47
6319,LA LIBERTAD,2021-06-02,11162.14
6320,LA LIBERTAD,2021-06-03,7859.12
6321,LA LIBERTAD,2021-06-04,7854.11
6322,LA LIBERTAD,2021-06-05,6888.71
6323,LA LIBERTAD,2021-06-06,144.88
6324,LA LIBERTAD,2021-06-07,2681.49
6325,LA LIBERTAD,2021-06-08,7150.61
6326,LA LIBERTAD,2021-06-09,14933.68
6327,LA LIBERTAD,2021-06-10,13057.46
6328,LA LIBERTAD,2021-06-11,9163.6
6329,LA LIBERTAD,2021-06-12,7845.41
6330,LA LIBERTAD,2021-06-13,158.63
6331,LA LIBERTAD,2021-06-14,11546.86
6332,LA LIBERTAD,2021-06-15,8369.52
6333,LA LIBERTAD,2021-06-16,12498.86
6334,LA LIBERTAD,2021-06-17,15530.72
6335,LA LIBERTAD,2021-06-18,16660.88
6336,LA LIBERTAD,2021-06-19,10526.2
6337,LA LIBERTAD,2021-06-20,132.0
6338,LA LIBERTAD,2021-06-21,8312.81
6339,LA LIBERTAD,2021-06-22,7807.14
6340,LA LIBERTAD,2021-06-23,13231.76
6341,LA LIBERTAD,2021-06-24,12982.31
6342,LA LIBERTAD,2021-06-25,9759.98
6343,LA LIBERTAD,2021-06-26,7685.98
6344,LAMBAYEQUE,2019-09-02,48343.21
6345,LAMBAYEQUE,2019-09-03,36775.63
6346,LAMBAYEQUE,2019-09-04,26443.97
6347,LAMBAYEQUE,2019-09-05,39907.53
6348,LAMBAYEQUE,2019-09-06,38443.94
6349,LAMBAYEQUE,2019-09-07,25523.72
6350,LAMBAYEQUE,2019-09-09,40834.04
6351,LAMBAYEQUE,2019-09-10,46185.04
6352,LAMBAYEQUE,2019-09-11,24178.7
6353,LAMBAYEQUE,2019-09-12,38929.28
6354,LAMBAYEQUE,2019-09-13,34942.92
6355,LAMBAYEQUE,2019-09-14,19906.82
6356,LAMBAYEQUE,2019-09-16,36143.45
6357,LAMBAYEQUE,2019-09-17,45553.41
6358,LAMBAYEQUE,2019-09-18,29465.54
6359,LAMBAYEQUE,2019-09-19,25809.07
6360,LAMBAYEQUE,2019-09-20,28391.81
6361,LAMBAYEQUE,2019-09-21,20853.21
6362,LAMBAYEQUE,2019-09-23,50358.87
6363,LAMBAYEQUE,2019-09-24,41275.76
6364,LAMBAYEQUE,2019-09-25,32476.44
6365,LAMBAYEQUE,2019-09-26,26776.3
6366,LAMBAYEQUE,2019-09-27,49640.79
6367,LAMBAYEQUE,2019-09-28,16373.58
6368,LAMBAYEQUE,2019-09-30,54000.46
6369,LAMBAYEQUE,2019-10-01,41029.66
6370,LAMBAYEQUE,2019-10-02,27900.06
6371,LAMBAYEQUE,2019-10-03,35551.32
6372,LAMBAYEQUE,2019-10-04,29170.66
6373,LAMBAYEQUE,2019-10-05,18905.95
6374,LAMBAYEQUE,2019-10-07,39500.7
6375,LAMBAYEQUE,2019-10-08,27546.98
6376,LAMBAYEQUE,2019-10-09,44592.26
6377,LAMBAYEQUE,2019-10-10,41791.25
6378,LAMBAYEQUE,2019-10-11,36641.14
6379,LAMBAYEQUE,2019-10-12,25004.09
6380,LAMBAYEQUE,2019-10-14,41978.33
6381,LAMBAYEQUE,2019-10-15,45713.25
6382,LAMBAYEQUE,2019-10-16,19123.49
6383,LAMBAYEQUE,2019-10-17,34633.42
6384,LAMBAYEQUE,2019-10-18,33530.59
6385,LAMBAYEQUE,2019-10-19,21738.17
6386,LAMBAYEQUE,2019-10-21,33311.68
6387,LAMBAYEQUE,2019-10-22,41525.81
6388,LAMBAYEQUE,2019-10-23,33614.9
6389,LAMBAYEQUE,2019-10-24,28549.38
6390,LAMBAYEQUE,2019-10-25,35067.05
6391,LAMBAYEQUE,2019-10-26,24403.49
6392,LAMBAYEQUE,2019-10-28,44250.11
6393,LAMBAYEQUE,2019-10-29,45062.33
6394,LAMBAYEQUE,2019-10-30,46009.05
6395,LAMBAYEQUE,2019-10-31,56698.95
6396,LAMBAYEQUE,2019-11-02,18757.26
6397,LAMBAYEQUE,2019-11-04,38127.42
6398,LAMBAYEQUE,2019-11-05,47935.96
6399,LAMBAYEQUE,2019-11-06,30074.54
6400,LAMBAYEQUE,2019-11-07,25125.37
6401,LAMBAYEQUE,2019-11-08,48946.6
6402,LAMBAYEQUE,2019-11-09,21103.71
6403,LAMBAYEQUE,2019-11-11,38871.99
6404,LAMBAYEQUE,2019-11-12,44156.72
6405,LAMBAYEQUE,2019-11-13,28802.5
6406,LAMBAYEQUE,2019-11-14,35020.74
6407,LAMBAYEQUE,2019-11-15,34068.35
6408,LAMBAYEQUE,2019-11-16,21730.26
6409,LAMBAYEQUE,2019-11-18,34723.71
6410,LAMBAYEQUE,2019-11-19,45420.59
6411,LAMBAYEQUE,2019-11-20,32036.68
6412,LAMBAYEQUE,2019-11-21,40718.16
6413,LAMBAYEQUE,2019-11-22,36778.75
6414,LAMBAYEQUE,2019-11-23,17699.85
6415,LAMBAYEQUE,2019-11-25,37877.32
6416,LAMBAYEQUE,2019-11-26,39944.04
6417,LAMBAYEQUE,2019-11-27,42078.37
6418,LAMBAYEQUE,2019-11-28,34871.3
6419,LAMBAYEQUE,2019-11-29,37246.63
6420,LAMBAYEQUE,2019-11-30,27890.7
6421,LAMBAYEQUE,2019-12-02,38665.23
6422,LAMBAYEQUE,2019-12-03,54007.62
6423,LAMBAYEQUE,2019-12-04,20176.56
6424,LAMBAYEQUE,2019-12-05,30098.47
6425,LAMBAYEQUE,2019-12-06,30552.83
6426,LAMBAYEQUE,2019-12-07,19304.13
6427,LAMBAYEQUE,2019-12-09,28760.89
6428,LAMBAYEQUE,2019-12-10,32239.45
6429,LAMBAYEQUE,2019-12-11,29093.47
6430,LAMBAYEQUE,2019-12-12,40295.89
6431,LAMBAYEQUE,2019-12-13,33381.81
6432,LAMBAYEQUE,2019-12-14,22769.46
6433,LAMBAYEQUE,2019-12-16,32502.12
6434,LAMBAYEQUE,2019-12-17,23641.33
6435,LAMBAYEQUE,2019-12-18,36432.5
6436,LAMBAYEQUE,2019-12-19,33163.88
6437,LAMBAYEQUE,2019-12-20,30353.12
6438,LAMBAYEQUE,2019-12-21,23784.15
6439,LAMBAYEQUE,2019-12-23,47093.07
6440,LAMBAYEQUE,2019-12-24,26803.71
6441,LAMBAYEQUE,2019-12-26,36438.93
6442,LAMBAYEQUE,2019-12-27,47329.62
6443,LAMBAYEQUE,2019-12-28,34820.0
6444,LAMBAYEQUE,2019-12-30,24199.08
6445,LAMBAYEQUE,2019-12-31,30358.39
6446,LAMBAYEQUE,2020-01-02,29259.92
6447,LAMBAYEQUE,2020-01-03,20812.33
6448,LAMBAYEQUE,2020-01-04,26501.53
6449,LAMBAYEQUE,2020-01-06,78281.37
6450,LAMBAYEQUE,2020-01-07,46837.89
6451,LAMBAYEQUE,2020-01-08,46652.27
6452,LAMBAYEQUE,2020-01-09,40861.27
6453,LAMBAYEQUE,2020-01-10,47978.86
6454,LAMBAYEQUE,2020-01-11,54052.22
6455,LAMBAYEQUE,2020-01-13,40656.5
6456,LAMBAYEQUE,2020-01-14,31565.99
6457,LAMBAYEQUE,2020-01-15,21158.58
6458,LAMBAYEQUE,2020-01-16,28770.3
6459,LAMBAYEQUE,2020-01-17,32058.0
6460,LAMBAYEQUE,2020-01-18,17696.32
6461,LAMBAYEQUE,2020-01-20,58496.17
6462,LAMBAYEQUE,2020-01-21,52499.51
6463,LAMBAYEQUE,2020-01-22,25334.36
6464,LAMBAYEQUE,2020-01-23,33781.24
6465,LAMBAYEQUE,2020-01-24,40859.79
6466,LAMBAYEQUE,2020-01-25,23849.45
6467,LAMBAYEQUE,2020-01-27,44541.53
6468,LAMBAYEQUE,2020-01-28,50214.18
6469,LAMBAYEQUE,2020-01-29,31117.8
6470,LAMBAYEQUE,2020-01-30,21292.23
6471,LAMBAYEQUE,2020-01-31,40892.87
6472,LAMBAYEQUE,2020-02-01,12473.05
6473,LAMBAYEQUE,2020-02-03,42766.98
6474,LAMBAYEQUE,2020-02-04,25091.81
6475,LAMBAYEQUE,2020-02-05,20567.18
6476,LAMBAYEQUE,2020-02-06,22161.08
6477,LAMBAYEQUE,2020-02-07,29593.82
6478,LAMBAYEQUE,2020-02-08,21287.0
6479,LAMBAYEQUE,2020-02-10,50277.7
6480,LAMBAYEQUE,2020-02-11,36270.73
6481,LAMBAYEQUE,2020-02-12,31380.61
6482,LAMBAYEQUE,2020-02-13,31655.58
6483,LAMBAYEQUE,2020-02-14,51985.68
6484,LAMBAYEQUE,2020-02-15,29906.29
6485,LAMBAYEQUE,2020-02-17,32238.04
6486,LAMBAYEQUE,2020-02-18,36417.84
6487,LAMBAYEQUE,2020-02-19,24772.92
6488,LAMBAYEQUE,2020-02-20,30664.63
6489,LAMBAYEQUE,2020-02-21,38769.38
6490,LAMBAYEQUE,2020-02-22,23429.97
6491,LAMBAYEQUE,2020-02-24,30695.02
6492,LAMBAYEQUE,2020-02-25,31815.84
6493,LAMBAYEQUE,2020-02-26,30201.63
6494,LAMBAYEQUE,2020-02-27,32894.14
6495,LAMBAYEQUE,2020-02-28,42452.38
6496,LAMBAYEQUE,2020-02-29,15337.22
6497,LAMBAYEQUE,2020-03-02,32369.96
6498,LAMBAYEQUE,2020-03-03,40373.51
6499,LAMBAYEQUE,2020-03-04,27900.23
6500,LAMBAYEQUE,2020-03-05,24268.02
6501,LAMBAYEQUE,2020-03-06,35651.76
6502,LAMBAYEQUE,2020-03-07,18388.63
6503,LAMBAYEQUE,2020-03-09,39561.64
6504,LAMBAYEQUE,2020-03-10,42921.66
6505,LAMBAYEQUE,2020-03-11,31586.98
6506,LAMBAYEQUE,2020-03-12,33255.72
6507,LAMBAYEQUE,2020-03-13,63327.96
6508,LAMBAYEQUE,2020-03-14,81980.6
6509,LAMBAYEQUE,2020-03-16,57911.18
6510,LAMBAYEQUE,2020-03-17,50506.91
6511,LAMBAYEQUE,2020-03-18,25707.49
6512,LAMBAYEQUE,2020-03-19,30839.79
6513,LAMBAYEQUE,2020-03-20,98218.17
6514,LAMBAYEQUE,2020-03-21,9.33
6515,LAMBAYEQUE,2020-03-27,7786.0
6516,LAMBAYEQUE,2020-03-28,6351.0
6517,LAMBAYEQUE,2020-03-30,31084.83
6518,LAMBAYEQUE,2020-03-31,25847.54
6519,LAMBAYEQUE,2020-04-01,41195.17
6520,LAMBAYEQUE,2020-04-02,16886.59
6521,LAMBAYEQUE,2020-04-03,23853.91
6522,LAMBAYEQUE,2020-04-04,25386.42
6523,LAMBAYEQUE,2020-04-06,22494.64
6524,LAMBAYEQUE,2020-04-07,30277.29
6525,LAMBAYEQUE,2020-04-08,33304.69
6526,LAMBAYEQUE,2020-04-11,24881.85
6527,LAMBAYEQUE,2020-04-13,36489.88
6528,LAMBAYEQUE,2020-04-14,30312.92
6529,LAMBAYEQUE,2020-04-15,40148.33
6530,LAMBAYEQUE,2020-04-16,32209.92
6531,LAMBAYEQUE,2020-04-17,31890.15
6532,LAMBAYEQUE,2020-04-18,19116.0
6533,LAMBAYEQUE,2020-04-20,9837.12
6534,LAMBAYEQUE,2020-04-21,32298.83
6535,LAMBAYEQUE,2020-04-22,19205.17
6536,LAMBAYEQUE,2020-04-23,19110.66
6537,LAMBAYEQUE,2020-04-24,24479.92
6538,LAMBAYEQUE,2020-04-25,16410.29
6539,LAMBAYEQUE,2020-04-27,33333.83
6540,LAMBAYEQUE,2020-04-28,48761.72
6541,LAMBAYEQUE,2020-04-29,35417.15
6542,LAMBAYEQUE,2020-04-30,33726.5
6543,LAMBAYEQUE,2020-05-02,45461.21
6544,LAMBAYEQUE,2020-05-04,34208.42
6545,LAMBAYEQUE,2020-05-05,22378.76
6546,LAMBAYEQUE,2020-05-06,16946.83
6547,LAMBAYEQUE,2020-05-07,36572.19
6548,LAMBAYEQUE,2020-05-08,47167.17
6549,LAMBAYEQUE,2020-05-09,23134.96
6550,LAMBAYEQUE,2020-05-11,52394.88
6551,LAMBAYEQUE,2020-05-12,49182.46
6552,LAMBAYEQUE,2020-05-13,62155.21
6553,LAMBAYEQUE,2020-05-14,44007.13
6554,LAMBAYEQUE,2020-05-15,40636.65
6555,LAMBAYEQUE,2020-05-16,30601.58
6556,LAMBAYEQUE,2020-05-18,71462.24
6557,LAMBAYEQUE,2020-05-19,67537.58
6558,LAMBAYEQUE,2020-05-20,27191.3
6559,LAMBAYEQUE,2020-05-21,34537.59
6560,LAMBAYEQUE,2020-05-22,35069.21
6561,LAMBAYEQUE,2020-05-23,21954.44
6562,LAMBAYEQUE,2020-05-25,34215.5
6563,LAMBAYEQUE,2020-05-26,41103.75
6564,LAMBAYEQUE,2020-05-27,24874.5
6565,LAMBAYEQUE,2020-05-28,47002.72
6566,LAMBAYEQUE,2020-05-29,27551.18
6567,LAMBAYEQUE,2020-05-30,34473.43
6568,LAMBAYEQUE,2020-06-01,42158.03
6569,LAMBAYEQUE,2020-06-02,41516.58
6570,LAMBAYEQUE,2020-06-03,51359.07
6571,LAMBAYEQUE,2020-06-04,35414.46
6572,LAMBAYEQUE,2020-06-05,48057.82
6573,LAMBAYEQUE,2020-06-06,34393.43
6574,LAMBAYEQUE,2020-06-08,29077.32
6575,LAMBAYEQUE,2020-06-09,51018.08
6576,LAMBAYEQUE,2020-06-10,35260.62
6577,LAMBAYEQUE,2020-06-11,30485.08
6578,LAMBAYEQUE,2020-06-12,34714.02
6579,LAMBAYEQUE,2020-06-13,25825.46
6580,LAMBAYEQUE,2020-06-15,19373.87
6581,LAMBAYEQUE,2020-06-16,40052.35
6582,LAMBAYEQUE,2020-06-17,32318.02
6583,LAMBAYEQUE,2020-06-18,25124.71
6584,LAMBAYEQUE,2020-06-19,26646.66
6585,LAMBAYEQUE,2020-06-20,18625.12
6586,LAMBAYEQUE,2020-06-22,26996.5
6587,LAMBAYEQUE,2020-06-23,30385.03
6588,LAMBAYEQUE,2020-06-24,17210.67
6589,LAMBAYEQUE,2020-06-25,31911.67
6590,LAMBAYEQUE,2020-06-26,24950.04
6591,LAMBAYEQUE,2020-06-27,45257.65
6592,LAMBAYEQUE,2020-06-29,20911.38
6593,LAMBAYEQUE,2020-06-30,28490.35
6594,LAMBAYEQUE,2020-07-01,17947.97
6595,LAMBAYEQUE,2020-07-02,35828.75
6596,LAMBAYEQUE,2020-07-03,28200.14
6597,LAMBAYEQUE,2020-07-04,36600.56
6598,LAMBAYEQUE,2020-07-06,30447.83
6599,LAMBAYEQUE,2020-07-07,26045.46
6600,LAMBAYEQUE,2020-07-08,29087.11
6601,LAMBAYEQUE,2020-07-09,23959.54
6602,LAMBAYEQUE,2020-07-10,25293.52
6603,LAMBAYEQUE,2020-07-11,29857.79
6604,LAMBAYEQUE,2020-07-13,20429.35
6605,LAMBAYEQUE,2020-07-14,27331.37
6606,LAMBAYEQUE,2020-07-15,33153.1
6607,LAMBAYEQUE,2020-07-16,20892.12
6608,LAMBAYEQUE,2020-07-17,26717.84
6609,LAMBAYEQUE,2020-07-18,27281.98
6610,LAMBAYEQUE,2020-07-20,30008.24
6611,LAMBAYEQUE,2020-07-21,36951.26
6612,LAMBAYEQUE,2020-07-22,17521.93
6613,LAMBAYEQUE,2020-07-23,20133.83
6614,LAMBAYEQUE,2020-07-24,34000.98
6615,LAMBAYEQUE,2020-07-25,21651.59
6616,LAMBAYEQUE,2020-07-27,26597.47
6617,LAMBAYEQUE,2020-07-29,37767.21
6618,LAMBAYEQUE,2020-07-30,31963.58
6619,LAMBAYEQUE,2020-07-31,28202.42
6620,LAMBAYEQUE,2020-08-01,17241.62
6621,LAMBAYEQUE,2020-08-03,24419.68
6622,LAMBAYEQUE,2020-08-04,38742.89
6623,LAMBAYEQUE,2020-08-05,24813.04
6624,LAMBAYEQUE,2020-08-06,20923.07
6625,LAMBAYEQUE,2020-08-07,32758.54
6626,LAMBAYEQUE,2020-08-08,31779.37
6627,LAMBAYEQUE,2020-08-10,35344.02
6628,LAMBAYEQUE,2020-08-11,31115.63
6629,LAMBAYEQUE,2020-08-12,12609.67
6630,LAMBAYEQUE,2020-08-13,13235.88
6631,LAMBAYEQUE,2020-08-14,30638.64
6632,LAMBAYEQUE,2020-08-15,35858.87
6633,LAMBAYEQUE,2020-08-17,30876.69
6634,LAMBAYEQUE,2020-08-18,45368.59
6635,LAMBAYEQUE,2020-08-19,39223.26
6636,LAMBAYEQUE,2020-08-20,21922.97
6637,LAMBAYEQUE,2020-08-21,25878.21
6638,LAMBAYEQUE,2020-08-22,28249.33
6639,LAMBAYEQUE,2020-08-24,23705.68
6640,LAMBAYEQUE,2020-08-25,29153.27
6641,LAMBAYEQUE,2020-08-26,24970.88
6642,LAMBAYEQUE,2020-08-27,18704.12
6643,LAMBAYEQUE,2020-08-28,30421.71
6644,LAMBAYEQUE,2020-08-29,30843.88
6645,LAMBAYEQUE,2020-08-31,28450.77
6646,LAMBAYEQUE,2020-09-01,29619.93
6647,LAMBAYEQUE,2020-09-02,28356.21
6648,LAMBAYEQUE,2020-09-03,24530.72
6649,LAMBAYEQUE,2020-09-04,34186.43
6650,LAMBAYEQUE,2020-09-05,27449.95
6651,LAMBAYEQUE,2020-09-07,19848.19
6652,LAMBAYEQUE,2020-09-08,34279.49
6653,LAMBAYEQUE,2020-09-09,25493.84
6654,LAMBAYEQUE,2020-09-10,28847.5
6655,LAMBAYEQUE,2020-09-11,21858.4
6656,LAMBAYEQUE,2020-09-12,25614.47
6657,LAMBAYEQUE,2020-09-14,21944.96
6658,LAMBAYEQUE,2020-09-15,35308.22
6659,LAMBAYEQUE,2020-09-16,19417.99
6660,LAMBAYEQUE,2020-09-17,21886.74
6661,LAMBAYEQUE,2020-09-18,22343.05
6662,LAMBAYEQUE,2020-09-19,18933.09
6663,LAMBAYEQUE,2020-09-21,23302.38
6664,LAMBAYEQUE,2020-09-22,26248.53
6665,LAMBAYEQUE,2020-09-23,22831.44
6666,LAMBAYEQUE,2020-09-24,19472.45
6667,LAMBAYEQUE,2020-09-25,18114.42
6668,LAMBAYEQUE,2020-09-26,27261.27
6669,LAMBAYEQUE,2020-09-28,28873.04
6670,LAMBAYEQUE,2020-09-29,44197.54
6671,LAMBAYEQUE,2020-09-30,37826.93
6672,LAMBAYEQUE,2020-10-01,22846.84
6673,LAMBAYEQUE,2020-10-02,22299.33
6674,LAMBAYEQUE,2020-10-03,15526.87
6675,LAMBAYEQUE,2020-10-05,22562.8
6676,LAMBAYEQUE,2020-10-06,22690.33
6677,LAMBAYEQUE,2020-10-07,27456.17
6678,LAMBAYEQUE,2020-10-08,16574.29
6679,LAMBAYEQUE,2020-10-09,16640.43
6680,LAMBAYEQUE,2020-10-10,35617.59
6681,LAMBAYEQUE,2020-10-12,28177.04
6682,LAMBAYEQUE,2020-10-13,25437.88
6683,LAMBAYEQUE,2020-10-14,33741.39
6684,LAMBAYEQUE,2020-10-15,18023.18
6685,LAMBAYEQUE,2020-10-16,29844.08
6686,LAMBAYEQUE,2020-10-17,24040.25
6687,LAMBAYEQUE,2020-10-19,21331.75
6688,LAMBAYEQUE,2020-10-20,28374.95
6689,LAMBAYEQUE,2020-10-21,19250.13
6690,LAMBAYEQUE,2020-10-22,19440.45
6691,LAMBAYEQUE,2020-10-23,22147.18
6692,LAMBAYEQUE,2020-10-24,23672.05
6693,LAMBAYEQUE,2020-10-26,33927.0
6694,LAMBAYEQUE,2020-10-27,27771.85
6695,LAMBAYEQUE,2020-10-28,24666.52
6696,LAMBAYEQUE,2020-10-29,17143.08
6697,LAMBAYEQUE,2020-10-30,36052.14
6698,LAMBAYEQUE,2020-10-31,26788.03
6699,LAMBAYEQUE,2020-11-02,28138.71
6700,LAMBAYEQUE,2020-11-03,20243.54
6701,LAMBAYEQUE,2020-11-04,34400.14
6702,LAMBAYEQUE,2020-11-05,25278.54
6703,LAMBAYEQUE,2020-11-06,28792.17
6704,LAMBAYEQUE,2020-11-07,20866.38
6705,LAMBAYEQUE,2020-11-09,29238.32
6706,LAMBAYEQUE,2020-11-10,30642.4
6707,LAMBAYEQUE,2020-11-11,24029.92
6708,LAMBAYEQUE,2020-11-12,28529.64
6709,LAMBAYEQUE,2020-11-13,21423.21
6710,LAMBAYEQUE,2020-11-14,18247.51
6711,LAMBAYEQUE,2020-11-16,31791.35
6712,LAMBAYEQUE,2020-11-17,30801.62
6713,LAMBAYEQUE,2020-11-18,25663.65
6714,LAMBAYEQUE,2020-11-19,23131.55
6715,LAMBAYEQUE,2020-11-20,27491.29
6716,LAMBAYEQUE,2020-11-21,24449.67
6717,LAMBAYEQUE,2020-11-23,21967.18
6718,LAMBAYEQUE,2020-11-24,30580.6
6719,LAMBAYEQUE,2020-11-25,16925.75
6720,LAMBAYEQUE,2020-11-26,19984.18
6721,LAMBAYEQUE,2020-11-27,26637.8
6722,LAMBAYEQUE,2020-11-28,24202.59
6723,LAMBAYEQUE,2020-11-30,32074.94
6724,LAMBAYEQUE,2020-12-01,29989.33
6725,LAMBAYEQUE,2020-12-02,46205.19
6726,LAMBAYEQUE,2020-12-03,36379.16
6727,LAMBAYEQUE,2020-12-04,47447.62
6728,LAMBAYEQUE,2020-12-05,39352.04
6729,LAMBAYEQUE,2020-12-07,35963.8
6730,LAMBAYEQUE,2020-12-08,40711.15
6731,LAMBAYEQUE,2020-12-09,30806.57
6732,LAMBAYEQUE,2020-12-10,36274.79
6733,LAMBAYEQUE,2020-12-11,49253.33
6734,LAMBAYEQUE,2020-12-12,46043.04
6735,LAMBAYEQUE,2020-12-14,40114.42
6736,LAMBAYEQUE,2020-12-15,47884.97
6737,LAMBAYEQUE,2020-12-16,32901.42
6738,LAMBAYEQUE,2020-12-17,34882.95
6739,LAMBAYEQUE,2020-12-18,46019.73
6740,LAMBAYEQUE,2020-12-19,50153.72
6741,LAMBAYEQUE,2020-12-21,24391.09
6742,LAMBAYEQUE,2020-12-22,36755.68
6743,LAMBAYEQUE,2020-12-23,25995.7
6744,LAMBAYEQUE,2020-12-24,23165.76
6745,LAMBAYEQUE,2020-12-26,11428.92
6746,LAMBAYEQUE,2020-12-28,33731.23
6747,LAMBAYEQUE,2020-12-29,50777.03
6748,LAMBAYEQUE,2020-12-30,37913.54
6749,LAMBAYEQUE,2020-12-31,32299.21
6750,LAMBAYEQUE,2021-01-02,6652.01
6751,LAMBAYEQUE,2021-01-04,32395.04
6752,LAMBAYEQUE,2021-01-05,55605.55
6753,LAMBAYEQUE,2021-01-06,46193.5
6754,LAMBAYEQUE,2021-01-07,30464.69
6755,LAMBAYEQUE,2021-01-08,31064.53
6756,LAMBAYEQUE,2021-01-09,38137.18
6757,LAMBAYEQUE,2021-01-11,29280.46
6758,LAMBAYEQUE,2021-01-12,46200.11
6759,LAMBAYEQUE,2021-01-13,28048.0
6760,LAMBAYEQUE,2021-01-14,20351.89
6761,LAMBAYEQUE,2021-01-15,33238.84
6762,LAMBAYEQUE,2021-01-16,30391.85
6763,LAMBAYEQUE,2021-01-18,20055.99
6764,LAMBAYEQUE,2021-01-19,34297.54
6765,LAMBAYEQUE,2021-01-20,39026.75
6766,LAMBAYEQUE,2021-01-21,19947.47
6767,LAMBAYEQUE,2021-01-22,27897.19
6768,LAMBAYEQUE,2021-01-23,24879.55
6769,LAMBAYEQUE,2021-01-25,29740.05
6770,LAMBAYEQUE,2021-01-26,38739.67
6771,LAMBAYEQUE,2021-01-27,26988.85
6772,LAMBAYEQUE,2021-01-28,32983.2
6773,LAMBAYEQUE,2021-01-29,48314.43
6774,LAMBAYEQUE,2021-01-30,59923.17
6775,LAMBAYEQUE,2021-02-01,30559.85
6776,LAMBAYEQUE,2021-02-02,36621.17
6777,LAMBAYEQUE,2021-02-03,34804.62
6778,LAMBAYEQUE,2021-02-04,29580.65
6779,LAMBAYEQUE,2021-02-05,29524.72
6780,LAMBAYEQUE,2021-02-06,33231.26
6781,LAMBAYEQUE,2021-02-08,50526.26
6782,LAMBAYEQUE,2021-02-09,40317.1
6783,LAMBAYEQUE,2021-02-10,29459.72
6784,LAMBAYEQUE,2021-02-11,27182.23
6785,LAMBAYEQUE,2021-02-12,40915.36
6786,LAMBAYEQUE,2021-02-13,43570.65
6787,LAMBAYEQUE,2021-02-15,33079.18
6788,LAMBAYEQUE,2021-02-16,23143.55
6789,LAMBAYEQUE,2021-02-17,17195.0
6790,LAMBAYEQUE,2021-02-18,22197.61
6791,LAMBAYEQUE,2021-02-19,21374.08
6792,LAMBAYEQUE,2021-02-20,17633.05
6793,LAMBAYEQUE,2021-02-22,23599.14
6794,LAMBAYEQUE,2021-02-23,18052.91
6795,LAMBAYEQUE,2021-02-24,16246.65
6796,LAMBAYEQUE,2021-02-25,18867.02
6797,LAMBAYEQUE,2021-02-26,23210.69
6798,LAMBAYEQUE,2021-02-27,52157.61
6799,LAMBAYEQUE,2021-03-01,14250.7
6800,LAMBAYEQUE,2021-03-02,17552.56
6801,LAMBAYEQUE,2021-03-03,18417.24
6802,LAMBAYEQUE,2021-03-04,17033.13
6803,LAMBAYEQUE,2021-03-05,21187.87
6804,LAMBAYEQUE,2021-03-06,16906.16
6805,LAMBAYEQUE,2021-03-08,22052.43
6806,LAMBAYEQUE,2021-03-09,27735.87
6807,LAMBAYEQUE,2021-03-10,12884.05
6808,LAMBAYEQUE,2021-03-11,14673.59
6809,LAMBAYEQUE,2021-03-12,20112.24
6810,LAMBAYEQUE,2021-03-13,22143.35
6811,LAMBAYEQUE,2021-03-15,19806.3
6812,LAMBAYEQUE,2021-03-16,17144.11
6813,LAMBAYEQUE,2021-03-17,15204.72
6814,LAMBAYEQUE,2021-03-18,13967.24
6815,LAMBAYEQUE,2021-03-19,20561.36
6816,LAMBAYEQUE,2021-03-20,12951.48
6817,LAMBAYEQUE,2021-03-22,20022.97
6818,LAMBAYEQUE,2021-03-23,20957.71
6819,LAMBAYEQUE,2021-03-24,16222.74
6820,LAMBAYEQUE,2021-03-25,21982.73
6821,LAMBAYEQUE,2021-03-26,21937.3
6822,LAMBAYEQUE,2021-03-27,23943.57
6823,LAMBAYEQUE,2021-03-29,23405.15
6824,LAMBAYEQUE,2021-03-30,39207.73
6825,LAMBAYEQUE,2021-03-31,29480.99
6826,LAMBAYEQUE,2021-04-01,6890.63
6827,LAMBAYEQUE,2021-04-03,8761.21
6828,LAMBAYEQUE,2021-04-05,23640.4
6829,LAMBAYEQUE,2021-04-06,32326.74
6830,LAMBAYEQUE,2021-04-07,34697.3
6831,LAMBAYEQUE,2021-04-08,30142.17
6832,LAMBAYEQUE,2021-04-09,33080.73
6833,LAMBAYEQUE,2021-04-10,42574.62
6834,LAMBAYEQUE,2021-04-12,21107.48
